,phrase_id,doc_id,text,lemma
6744,466437,102564,dochodu niepodlegającemu opodatkowaniu,dochód niepodlegający opodatkowaniu
6745,466435,102564,zasiłku rodzinnego,zasiłek rodzinny
6746,466441,102564,stopniu niepełnosprawności,stopień niepełnosprawności
6749,466448,102565,osobowość prawną,osobowość prawna
6750,466445,102565,miasta na prawach powiatu,miasto na prawach powiatu
6752,466449,102565,ochronie sądowej,ochrona sądowa
6754,466451,102566,Gabinetu Prezydenta,Gabinet Prezydenta
6755,466452,102566,m.st. Warszawy,m.st. Warszawa
6756,466459,102568,wartości szacunkowej ruchomości,wartość szacunkowa ruchomości
6758,466464,102568,podatku od towarów i usług,podatek od towarów i usług
6759,466465,102568,Firmy P. W. TRANSBUD Edward Haberkiewicz,Firma P. W. TRANSBUD Edward Haberkiewicz
6760,466466,102568,Firmie Wielobranżowej Małgorzata BAC,Firma Wielobranżowa Małgorzata BAC
6763,466471,102569,organem stanowiącym,organ stanowiący
6764,466468,102569,Zielonej Góry,Zielona Góra
6766,466476,102575,lotnisku aeroklubowym,lotnisko aeroklubowe
6768,466478,102575,samolotem holującym,samolot holujący
6769,466481,102575,hamulcami aerodynamicznymi,hamulce aerodynamiczne
6770,466479,102575,Programu Szkolenia Szybowcowego Aeroklubu Polskiego,Program Szkolenia Szybowcowego Aeroklubu Polskiego
6772,466483,102578,Ministerstwa Obrony Narodowej,Ministerstwo Obrony Narodowej
6774,466485,102578,Ministra Obrony Narodowej,Minister Obrony Narodowej
6776,466489,102579,Nagrodę Ministra Sprawiedliwości,Nagroda Ministra Sprawiedliwości
6778,466491,102579,Biura Penitencjarnego w Centralnym Zarządzie Służby Więziennej,Biuro Penitencjarnego w Centralnym Zarządzie Służby Więziennej
6782,466494,102584,Dyrektora Departamentu Administracyjnego,Dyrektor Departamentu Administracyjnego
6783,466496,102584,Sił Zbrojnych RP,Siły Zbrojne RP
6784,466497,102584,Szefa Generalnego Zarządu Dowodzenia i Łączności,Szef Generalngo Zarządu Dowodzenia i Łączności
6785,71697,102600,Dzienniku Urzędowym Wspólnot Europejskich,Dziennik Urzędowy Wspólnot Europejskich
6786,466111,102600,rezerwowych aktywów walutowych,rezerwowe aktywa walutowe
6789,71700,102600,Umowy ramowej FBE dla Transakcji Finansowych,Umowa ramowa FBE dla Transakcji Finansowych
6790,466114,102600,Transakcji Finansowych,Transakcja Finansowa
6792,71690,102600,Umowę ramową FBE dla transakcji finansowych,Umowa ramowa FBE dla transakcji finansowych
6793,466110,102600,transakcji finansowych,transakcja finansowe
6794,70871,102601,Rady Stowarzyszenia,Rada Stowarzyszenia
6795,466122,102601,Europejskiego Funduszu Orientacji i Gwarancji Rolnej,Europejski Fundusz Orientacji i Gwarancji Rolnej
6796,71708,102601,Perspektywy finansowej,Perspektywa finansowa
6797,71718,102601,Wspólnotami Europejskimi,Wspólnota Europejska
6799,466123,102601,Sekcji Gwarancji,Sekcja Gwarancji
6802,466116,102601,Współpracy Transgranicznej Phare,Współpraca Transgraniczna Phare
6803,71707,102601,Porozumienia Międzyinstytucjonalnego,Porozumienie Międzyinstytucjonalne
6812,71729,102602,"Fundacji Ośrodka ""Karta""","Fundacja Ośrodka ""Karta"""
6816,71722,102602,Urzędu do Spraw Kombatantów i Osób Represjonowanych,Urząd do Spraw Kombatantów i Osób Represjonowanych
6817,71720,102602,III Rzeszę,III Rzesza
6822,311269,102602,Dz. U.,Dz. U
6824,466133,102603,wizerunku orła,wizerunek orła
6825,466140,102603,zwolnienia ze służby,zwolnienie ze służby
6826,466134,102603,przedmiotów umundurowania,przedmioty umundurowania
6828,466135,102603,obowiązków służbowych,obowiązek służbowy
6829,466139,102603,odzieży specjalnej,odzież specjalna
6830,325037,102604,Rządem Rzeczypospolitej Polskiej a Rządem Ukrainy o współpracy w zakresie zwalczania przestępczości zorganizowanej,Umowa między Rządem Rzeczypospolitej Polskiej a Rządem Ukrainy o współpracy w zakresie zwalczania przestępczości zorganizowanej
6832,466149,102604,materiałów promieniotwórczych,materiały promieniotwórcze
6839,466146,102604,Rządem Ukrainy,Rząd Ukrainy
6841,71743,102605,rady ministrów,Rada Ministrów
6842,466153,102605,granicę państwową,granica państwowa
6843,466160,102606,prawomocnego wyroku skazującego,prawomocny wyrok skazujący
6844,466159,102606,warunkowym umorzeniu postępowania karnego,warunkowe umorzenie postępowania karnego
6845,466165,102606,zasiłku wychowawczego,zasiłek wychowawczy
6846,466166,102606,urlopu wychowawczego,urlop wychowawczy
6847,466161,102606,prawomocnego wyroku uniewinniającego,prawomocny wyrok uniewinniający
6849,466162,102606,orzeczeniem sądu,orzeczenie sądu
6850,466167,102607,mianowanym pracownikiem naukowym,mianowany pracownik naukowy
6851,466170,102607,tytułu naukowego,tytuł naukowy
6853,466171,102607,trybie dyscyplinarnym,tryb dyscyplinarny
6854,466169,102607,prawa wykonywania zawodu,prawo wykonywania zawodu
6859,71753,102608,ustawy z dnia 15 grudnia 2000 r. o spółdzielniach mieszkaniowych,Ustawa z dnia 15 grudnia 2000 r. o spółdzielniach mieszkaniowych
6860,70904,102608,ustawy z dnia 14 czerwca 2007 r. o zmianie ustawy o spółdzielniach mieszkaniowych oraz o zmianie niektórych innych ustaw,Ustawa z dnia 14 czerwca 2007 r. o zmianie ustawy o spółdzielniach mieszkaniowych oraz o zmianie niektórych innych ustaw
6875,310801,102609,Pierwszego Prezesa Sądu Najwyższego,Pierwszy Prezes Sądu Najwyższego
6879,311267,102609,Dz. U,Dz. U.
6882,474153,102665,Aleję Niepodległości,Aleja Niepodległości
6883,474149,102665,linię siedemset,linia siedemset
6886,350386,102666,Instytutu Meteorologii,Instytut Meteorologii
6889,474158,102666,Placu Wilsona,Plac Wilsona
6890,351812,102666,Plac Wilsona,plac Wilsona
6894,474160,102667,ulicy Nowowiejskiej,ulica Nowowiejska
6895,474161,102667,pętli Banacha,pętla Banacha
6898,474165,102669,kartę miejską,karta miejska
6900,350397,102670,Alejach Jerozolimskich,Aleje Jerozolimskie
6902,352432,102670,Fort ___ Wola,Fort Wola
6905,350234,102670,Hotelu Marriott,hotel Marriott
6906,350403,102670,Dworca Centralnego,Dworzec Centralny
6910,350236,102670,Osiedle Górczewska,osiedle Górczewska
6912,351827,102671,Plac Zawiszy,plac Zawiszy
6913,350240,102671,Placu Zawiszy,plac Zawiszy
6914,353274,102672,Placu Zbawiciela,plac Zbawiciela
6915,474178,102672,Placu Zbawiciela,Plac Zbawiciela
6916,350246,102673,Żerań FSO,Żerań FSO
6917,474179,102673,ulicą Płochocińską,ulica Płochocińska
6918,474182,102674,linii sto pięćdziesiąt dwa,linia sto pięćdziesiąt dwa
6919,474185,102675,ulicę Ludną,ulica Ludna
6920,350441,102677,Ministerstwa Finansów,Ministerstwo Finansów
6922,474190,102677,ulicy Świętokrzyskiej,ulica Świętokrzyska
6923,350438,102677,Metrem Świętokrzyska,Metro Świętokrzyska
6925,474192,102677,Nowego Światu,Nowy Świat
6926,474202,102679,Placu Szembeka,Plac Szembeka
6930,350455,102680,Dworzec Stadion,dworzec Stadion
6931,474206,102680,Teatrze Powszechnym,Teatr Powszechny
6932,350465,102680,Aleja Zieleniecka,aleja Zieleniecka
6937,474215,102682,książeczkę wojskową,książeczka wojskowa
6938,474214,102682,zasadniczej służby wojskowej,zasadnicza służba wojskowa
6942,474219,102683,metra Natolin,metro Natolin
6944,350262,102683,Metra Stokłosy,Metro Stokłosy
6945,474224,102684,legitymacji studenckiej,legitymacja studencka
6946,474222,102684,transportu miejskiego,transport miejski
6948,474225,102685,pętla sto siedemdziesiąt trzy,pętla  sto siedemdziesiąt trzy
6949,474226,102685,Starej Miłosnej,Stara Miłosna
6950,474235,102686,Placu Zamkowego,Plac Zamkowy
6951,351850,102686,Dworca Ochota,dworzec Ochota
6953,474264,102687,Dworca Zachodniego,Dworzec Zachodni
6956,474270,102688,Natolina Północnego,Natolin Północny
6957,350490,102688,Jana Rosoła,Jan Rosół
6958,474268,102688,ulicę Pawlaczyka,ulica Pawlaczyka
6959,350502,102689,Placu Wilsona,plac Wilsona
6961,474274,102689,Placu Bankowego,Plac Bankowy
6968,474280,102692,bezpłatnych przejazdów,bezpłatne przejazdy
6969,352547,102693,Szybką Kolej Miejską,Szybka Kolej Miejska
6970,352548,102693,Szybkiej Kolei Miejskiej,Szybka Kolej Miejska
6972,474286,102694,Złotych Tarasów,Złote Tarasy
6973,474289,102694,Dworca Centralnego,Dworzec Centralny
6976,474290,102695,przejazdów bezpłatnych,przejazdy bezpłatne
6978,350524,102696,Dworzec Śródmieście,Dworzec Śródmieście
6980,351873,102697,Dworca Wschodniego,dworzec Wschodni
6982,351874,102697,Warszawy Śródmieście,Warszawa Śródmieście
6983,351876,102697,Dworca Zachodniego,dworzec Zachodni
6986,351868,102697,Cmentarza Wolskiego,Cmentarz Wolski
6987,351877,102697,Dworca Śródmieście,dworzec Śródmieście
6989,474301,102697,Dworca Śródmieście,Dworzec Śródmieście
6994,350881,102699,RCS Orzeł,RSC Orzeł
6996,474315,102701,ulicy Bonifacego,ulica Bonifacego
6997,350525,102701,Dworcu Zachodnim,dworzec Zachodni
6998,350527,102701,Dworzec Zachodni,dworzec Zachodni
6999,474322,102702,obowiązkiem szkolnym,obowiązek szkolny
7000,352039,102703,Placu Bankowego,plac Bankowy
7002,474327,102703,ulicą Górczewską,ulica Górczewska
7003,474323,102703,komunikacją miejską,komunikacja miejska
7005,350530,102703,Teatru Rampa,Teatr Rampa
7006,350901,102704,Świętego Bonifacego,święty Bonifacy
7007,352052,102704,Aleja Witosa,aleja Witosa
7008,350900,102704,Best Malla,Best Mall
7009,352067,102705,Doliną Służewiecką,Dolina Służewiecka
7010,352066,102705,Dolinie Służewieckiej,Dolina Służewiecka
7013,350317,102706,Płockiej Szpital,Płocka Szpital
7015,350566,102706,Alei Jerozolimskich,Aleje Jerozolimskie
7017,474350,102707,Placu Wilsona,Plac  Wilsona
7018,350959,102707,Hali Marymonckiej,Hala Marymoncka
7021,350601,102708,Rondo Radosława,rondo Radosława
7022,350600,102708,Ronda Radosława,rondo Radosława
7025,352138,102709,Polu Mokotowskim,Pole Mokotowskim
7026,350334,102709,Metra Racławicka,Metro Racławicka
7030,350376,102713,Jana Olbrachta,Jan Olbracht
7031,474368,102713,ulicą Deotymy,ulica Deotymy
7033,350624,102714,Nowym Świecie,Nowy Świat
7035,350994,102714,Fortu Wola,Fort Wola
7038,350627,102716,Ronda Wiatraczna,rondo Wiatraczna
7040,474389,102718,komunikacji pekaesowej,komunikacja pekaesowa
7042,474387,102718,komunikacji miejskiej,komunikacja miejska
7046,466504,102720,Organizacji Traktatu Północnoatlantyckiego,Organizacja Traktatu Północnoatlantyckiego
7047,466498,102720,finansach publicznych,finanse publiczne
7051,466510,102728,europejskiego nakazu aresztowania,europejski nakaz aresztowania
7054,466514,102732,działań statutowych,działania statutowe
7057,466518,102736,mapy akustycznej,mapa akustyczna
7061,466529,102746,beneficjencie dotacji,beneficjent dotacji
7062,466530,102746,robotach budowlanych,roboty budowlane
7063,466532,102746,ochronie zabytków,ochrona zabytków
7064,466533,102746,opiece nad zabytkami,opieka nad zabytkami
7067,466539,102750,Dowództwa Garnizonu Warszawa Inspektoratu Wsparcia Sił Zbrojnych,Dowództwo Garnizonu Warszawa Inspektoratu Wsparcia Sił Zbrojnych
7068,466535,102750,prasy krajowej,prasa krajowa
7069,466540,102750,Komendy Głównej Żandarmerii Wojskowej,Komenda Główna Żandarmerii Wojskowej
7070,466542,102750,Garnizonu Warszawa,Garnizon Warszawa
7071,466541,102750,Szefowi Inspektoratu Wsparcia Sił Zbrojnych RP,Szef Inspektoratu Wsparcia Sił Zbrojnych RP
7072,466536,102750,Służbę Kontrwywiadu Wojskowego,Służba Kontrwywiadu Wojskowego
7073,466537,102750,Służbę Wywiadu Wojskowego,Służba Wywiadu Wojskowego
7075,466546,102752,Aeroklubu Polskiego,Aeroklub Polski
7077,466544,102752,Państwową Komisję Badania Wypadków Lotniczych,Państwowa Komisja Badania Wypadków Lotniczych
7080,466561,102755,Rady Programowej Forum Polsko-Czeskiego,Rada Programowa Forum Polsko-Czeskiego
7081,466560,102755,Ministrze Spraw Zagranicznych,Minister Spraw Zagranicznych
7083,466565,102756,MINISTRA PRACY I POLITYKI SPOŁECZNEJ,MINISTER PRACY I POLITYKI SPOŁECZNEJ
7084,466566,102756,Departamentowi Pożytku Publicznego,Departament Pożytku Publicznego
7091,466575,102758,Polskim Kontyngencie Wojskowym,Polski Kontyngent Wojskowy
7092,466573,102758,MINISTRA OBRONY NARODOWEJ,MINISTERAOBRONY NARODOWEJ
7093,466576,102758,Sił Sojuszniczych w Islamskim Państwie Afganistanu,Siły Sojusznicze w Islamskim Państwie Afganistanu
7095,466577,102758,Królestwie Bahrajnu,Królestwo Bahrajnu
7096,466578,102758,Republice Kirgiskiej,Republika Kirgiska
7097,466579,102758,Państwie Kuwejtu,Państwo Kuwejtu
7098,466580,102758,Republice Tadżykistanu,Republika Tadżykistanu
7099,466581,102758,Republice Uzbekistanu,Republika Uzbekistanu
7100,466582,102758,Morzu Arabskim,Morze Arabskie
7101,466583,102758,Oceanie Indyjskim,Ocean Indyjski
7103,466586,102759,Dnia Zwycięstwa,Dzień Zwycięstwa
7104,466587,102759,Święta Wojska Polskiego,Święto Wojska Polskiego
7106,466588,102759,Święta 1. Łomżyńskiego Batalionu Remontowego im. płk. Mariana Raganowicza,Święto 1. Łomżyńskiego Batalionu Remontowego im. płk. Mariana Raganowicza
7107,466584,102759,zabytków militarnych,zabytki militarne
7108,466585,102759,dziedzictwa narodowego,dziedzictwo narodowe
7109,466589,102759,Święta 1. Warszawskiej Dywizji Zmechanizowanej im. Tadeusza Kościuszki,Święto 1. Warszawskiej Dywizji Zmechanizowanej im. Tadeusza Kościuszki
7113,466599,102760,Informacji Gospodarczej BINGO,Informacja Gospodarcza BINGO
7115,466594,102760,Ministerstwa Gospodarki,Ministerstwo Gospodarki
7116,466595,102760,Ministerstwa Gospodarki i Pracy,Ministerstwo Gospodarki i Pracy
7121,466606,102762,prof. dr hab. Wiesław Barczyk,prof. dr hab.   Wiesław Barczyk
7125,466602,102762,Rady Naukowej Tatrzańskiego Parku Narodowego,Rada Naukowa Tatrzańskiego Parku Narodowego
7126,466601,102762,Głównego Inspektora Ochrony Środowiska,Główny Inspektor Ochrony Środowiska
7130,466616,102763,świadczeń wysokospecjalistycznych,świadczenia wysokospecjalistyczne
7133,466623,102767,Siłami Zbrojnymi Rzeczypospolitej Polskiej,Siły Zbrojne Rzeczypospolitej Polskiej
7135,466620,102767,Związek Oficerów Rezerwy Rzeczypospolitej Polskiej im. Marszałka Józefa Piłsudskiego,Związek Oficerów Rezerwy Rzeczypospolitej Polskiej im.   Marszałka Józefa Piłsudskiego
7136,466621,102767,Krajowego Rejestru Sądowego,Krajowy Rejestr Sądowy
7137,466622,102767,Stanisława Tomaszkiewicza,Stanisław Tomaszkiewicz
7139,466629,102768,Izby Celnej w Toruniu,Izba Celna w Toruniu
7140,466626,102768,Ministra Finansów,Minister Finansów
7141,466627,102768,izbom celnym,izba celna
7143,466628,102768,urzędom celnym,urząd celny
7144,466630,102770,Ministra Transportu,Minister Transportu
7145,466635,102770,czaszy zapasowej,czasza zapasowa
7146,466632,102770,spadochronie Mars 330,spadochron Mars 330
7147,466631,102770,Prezesa Urzędu Lotnictwa Cywilnego,Prezes Urzędu Lotnictwa Cywilnego
7149,466637,102772,Instytutu Kolejnictwa,Instytut Kolejnictwa
7150,466638,102772,Ministra Infrastruktury,Minister Infrastruktury
7151,466640,102772,Instytutu Naukowo-Badawczego Kolejnictwa,Instytut Naukowo-Badawczy Kolejnictwa
7152,466639,102772,Centrum Naukowo-Technicznego Kolejnictwa,Centrum Naukowo-Techniczne Kolejnictwa
7153,466641,102772,Referatu Doświadczalnego Parowozów Ministerstwa Komunikacji,Referat Doświadczalny Parowozów Ministerstwa Komunikacji
7159,466651,102775,Ministerstwa Zdrowia,Ministerstwo Zdrowia
7165,474414,103531,kaczora donalda,kaczor donald
7167,474449,103543,Kaplicą Sykstyńską,Kaplica Sykstyńska
7183,349167,103566,lorda Bartela,lord Bartela
7184,356959,103567,lorda Baltera,lord Balter
7190,357068,103572,ulicą świętej Anny,ulica świętej Anny
7191,299333,103572,świętej Anny,święta Anna
7193,357095,103574,Starym Rynku,Stary Rynek
7195,357104,103575,stołówki zakładowej,stołówka zakładowa
7196,357124,103576,czerwoną pomadką,czerwona pomadka
7197,357122,103576,ulicą Robotniczą,ulica Robotnicza
7199,299615,103577,Urzędzie Miasta,Urzad Miasta
7200,357158,103579,Komory Centralnej,Komora Centralna
7205,357193,103581,Martina Lutra,Martin Luter
7207,357226,103582,Teorię Względności,Teoria Względności
7208,304582,103582,Ojca Chrzestnego,Ojciec Chrzestny
7212,357289,103585,Placu Przyjaźni,PlacuPrzyjaźni
7213,357287,103585,czarną przepaską,czarna przepaska
7214,357340,103587,wegetariańskiej stronie,wegetariańska strona
7223,357453,103590,ambrozji życiodajnej,ambrozja życiodajna
7224,357507,103592,kołataniem serca,kołatanie serca
7225,357519,103592,relacjach międzyludzkich,relacje międzyludzkie
7226,357541,103594,grupie wiekowej,grupa wiekowa
7229,357601,103596,o. Maksymiliana Marii Kolbego,o. Maksymilian Maria Kolbe
7230,300971,103596,Maksymiliana Marii Kolbego,Maksymilian Maria Kolbe
7233,357583,103596,Marii Skłodowskiej-Curie,Maria Skłodowska-Curie
7234,300973,103596,Marii Skłodowskiej,Maria Skłodowska
7236,299839,103597,Papieskim Wydziale Teologicznym,Papieski Wydział Teologiczny
7237,357619,103597,zapłodnienia in vitro,zapłodnienie in vitro
7238,357613,103597,Gazetę Wyborczą,Gazeta Wyborcza
7240,299856,103597,Indeksie Ksiąg Zakazanych,Indeks Ksiąg Zakazanych
7245,357645,103598,nowej matury,nowa matura
7246,357641,103598,systemu szkolnictwa,system szkolnictwa
7249,357643,103598,egzaminy ogólnopolskie,egzamin ogólnopolski
7254,467972,103605,współczesnej myśli prawniczej,współczesna myśli prawnicza
7255,467974,103605,prawników rzymskich,prawnik rzymski
7256,467981,103606,polskim systemie prawnym,polski system prawny
7257,467982,103606,działalności gospodarczej,działalność gospodarcza
7259,467984,103606,przedsiębiorstwie zarobkowym,przedsiębiorstwo zarobkowe
7261,467989,103607,noweli lipcowej z roku 1990,nowela lipcowa z roku 1990
7262,467991,103608,tradycji metodologicznej,tradycja metodologiczna
7263,467992,103608,dóbr niematerialnych,dobra niematerialne
7265,467994,103608,instytucji prawnej,instytucja prawna
7266,467997,103609,Kodeksu handlowego z 1934 r,Kodeks handlowy z 1934 r
7267,467996,103609,przedmiotu prawa autorskiego,przedmiot prawa autorskiego
7278,468014,103611,Korpusie IPI PAN,Korpus IPI PAN
7281,468019,103612,tekstów prasowych,tekst prasowy
7282,468026,103613,korpusy referencyjne,korpus referencyjne
7283,468030,103613,audycję „Rozmowy niedokończone”,audycja „Rozmowy niedokończone”
7285,468031,103613,Radiu Maryja,Radio Maryja
7286,468027,103613,języka konwersacyjnego,język konwersacyjny
7287,468032,103613,Telewizji Trwam,Telewizja Trwam
7289,468042,103615,anotacji składniowej,anotacja składniowa
7293,468060,103618,grupę nominalną,grupa nominalna
7294,468066,103618,okolicznika miejsca,okolicznik miejsca
7295,468061,103618,grup zagnieżdżonych,grupa zagnieżdżona
7297,468069,103619,Nazwy własne,Nazwa własna
7298,468070,103619,systemie leksykalnym,system leksykalny
7301,468078,103620,mechaniki kwantowej,mechanika kwantowa
7302,468086,103620,grupę Zeilingera,grupa Zeilingera
7303,468082,103620,teorii względności,teoria względności
7305,468087,103621,ewolucję splątania,ewolucja splątania
7307,468088,103621,atomów trójpoziomowych,atomy trójpoziomowe
7308,468089,103621,interferencji kwantowej,interferencja kwantowa
7309,484004,103622,układów dwupoziomowych,układy dwupoziomowe
7310,484007,103622,atomu Npoziomowego,atom Npoziomowy
7312,484013,103623,teorii kwantowej,teoria kwantowa
7313,484019,103623,ﬁzyki klasycznej,ﬁzyka klasyczna
7315,484014,103623,paradoksem EPR,paradoks EPR
7316,484018,103623,zmiennych ukrytych,zmienne ukryte
7317,484020,103624,analizę numeryczną,analiza numeryczna
7321,484034,103625,teorii równań dynamiki,teoria równań dynamiki
7322,484028,103625,stanów kwantowych,stany kwantowe
7323,484029,103625,układów odizolowanych,układy odizolowane
7324,484027,103625,układach otwartych,układy otwarte
7325,484035,103625,przybliżenia markowskiego,przybliżenie markowskiego
7328,484040,103626,atomów dwupoziomowych,atomy dwupoziomowe
7330,349055,103627,relikwii Świętego Krzyża,relikwie Świętego Krzyża
7331,349056,103627,Bożego miłosierdzia,Boże miłosierdzie
7338,349094,103633,Dekalogu cywilizacji miłości,Dekalog cywilizacji miłości
7340,349090,103633,perłowym grzebieniu,perłowy grzebień
7344,349100,103634,pokojową nagrodę Nobla,pokojowa nagroda Nobla
7345,302568,103634,Matka Teresa,matka Teresa
7346,302637,103634,nagrodę Nobla,Nagroda Nobla
7348,302473,103634,Wincentego a Paulo,Wincenty a Paulo
7350,306089,103634,Rewolucja Francuska,rewolucja francuska
7352,349113,103637,gotycką katedrą w Amiens we Francji,gotycka katedra w Amiens we Francji
7353,349117,103637,królestwie Bożym,królestwo Boże
7359,349133,103639,Mata Talbota,Mat Talbot
7360,349132,103639,Najświętszym Sakramentem,Najświętszy Sakrament
7363,302116,103641,Rafała Skibińskiego,Rafał Skibiński
7365,302109,103641,Karola Wojtyły,Karol Wojtyła
7369,349156,103642,przywrócenia wzroku,przywrócenie wzroku
7370,349162,103643,klasztoru Sióstr Franciszkanek na Piwnej w Warszawie,klasztor Sióstr Franciszkanek na Piwnej w Warszawie
7371,349157,103643,Ludwika XV,Ludwik XV
7373,349159,103643,św. Jakuba Apostoła,św. Jakub Apostoł
7374,310606,103643,Jakuba Apostoła,Jakub Apostoł
7380,485135,103670,zbiorem Mandelbrota,zbiór Mandelbrota
7381,485132,103670,Michela Gauquelin'a,Michel Gauquelin
7385,342896,103672,Starego Testamentu,Stary Testament
7389,485152,103674,Jana III,Jan III
7392,338373,103674,Bolesława B.,Bolesław B.
7393,485148,103674,Bolesława B,Bolesław B
7394,338400,103677,LO im. Staszica,LO im.   Staszica
7397,485162,103677,prof. Stanisław Mazur,prof.   Stanisław Mazur
7401,485166,103678,Federację Młodych Unii Pracy,Federacja Młodych Unii Pracy
7402,485167,103678,Unię Lewicy,Unia Lewicy
7410,485182,103683,projektu „Moje Miasto”,projekt „Moje Miasto”
7416,485193,103685,Portalu mam.media.pl,Portal mam.media.pl
7421,344244,103686,Przewodniczącą Rady,Przewodnicząca Rady
7422,338631,103686,Radia TOK FM,Radio TOK FM
7425,344248,103686,Agencji Informacyjnej SIS,Agencja Informacyjna SIS
7426,485202,103686,"Państwowej Wyższej Szkole Filmowej, Telewizyjnej i Teatralnej w Łodzi","Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralna w Łodzi"
7427,350022,103686,"Państwowej Wyższej Szkole Filmowej, Telewizyjnej i Teatralnej","Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralna"
7428,344246,103686,Wydziale Chemii UW,Wydział Chemii UW
7430,344239,103686,Rady Nadzorczej BROKER FM S.A.,Rada Nadzorcza BROKER FM S.A.
7432,344256,103686,Europy Środkowej,Europa Środkowa
7435,485204,103687,Młodzieżowej Akcji Mutlimedialnej,Młodzieżowa Akcja Mutlimedialna
7436,485206,103687,Qmama z pomocą,Qmam z pomocą
7438,345432,103688,Stowarzyszenia Wikimedia,Stowarzyszenie Wikimedia
7439,485209,103688,Krytyki Politycznej,Krytyka Polityczna
7441,345445,103688,Klubu Inteligencji Katolickiej,Klub Inteligencji Katolickiej
7442,345481,103689,Reporterów bez Granic,Reporterzy bez Granic
7446,485215,103689,Indeksu Wolności Prasy,Indeks Wolności Prasy
7456,485227,103690,konstytucją RP,konstytucja RP
7460,485229,103691,Archiwum Federalnym,Archiwum Federalne
7463,485232,103691,Deklaracji Berlińskiej,Deklaracja Berlińska
7466,485236,103692,administracji publicznej 2.0,administracja publiczna 2.0
7467,338597,103692,Nowego Jorku,Nowy Jork
7474,338518,103694,SMS-em Spała,SMS Spała
7478,338542,103694,Rafała Grabarczyka,Rafał Grabarczyk
7481,338544,103694,Marcina Sadeckiego,Marcin Sadecki
7483,338547,103694,Kamila Wójcika,Kamil Wójcik
7487,338506,103695,Avii Świdnik,Avia Świdnik
7491,338480,103696,Łukasza Klucznika,Łukasz Klucznik
7500,338475,103696,Krzysztofa Śmigla,Krzysztof Śmigiel
7503,338456,103697,Radosława Bulzackiego,Radosław Bulzacki
7504,485268,103697,IV lidze,IV liga
7511,338427,103699,Kędzierzyna - Koźla,Kędzierzyn - Koźle
7513,485279,103699,Jadaru Radom,Jadar Radom
7515,485280,103699,Płomienia Sosnowiec,Płomień Sosnowiec
7519,485289,103703,województwa łódzkiego,województwo łódzkie
7521,485291,103703,Urzędu Marszałkowskiego w Łodzi,Urząd Marszałkowski w Łodzi
7522,364281,103703,Urzędu Marszałkowskiego,Urząd Marszałkowski
7529,342899,103704,Legionu 501,Legion 501
7530,336327,103704,Gwiezdnymi Wojnami,Gwiezdne Wojny
7531,342900,103704,A Johnsona,A Johnson
7533,336323,103704,Michała Heroka,Michał Heroka
7539,485310,103706,ładowarkę sieciową,ładowarka sieciowa
7545,485321,103708,firmy RPM,firma RPM
7549,485324,103708,łożysk DuraTrax (TH),łożyska DuraTrax (TH)
7558,303153,103716,Młodzieżowej Rady Miasta Legionowo,Młodzieżowa Rady Miasta Legionowo
7559,350031,103716,Gminnego Ośrodka Kultury,Gminny Ośrodek Kultury
7564,302992,103730,Briana McNaira,Brian McNair
7565,469516,103730,zrywu w Birmie,zryw w Birmie
7573,301685,103732,Sejmie RP,Sejm RP
7574,469521,103732,Marszałka Sejmu Bronisława Komorowskiego,Marszałek Sejmu Bronisław Komorowski
7575,325072,103732,Marszałka Sejmu,Marszałek Sejmu
7576,301688,103732,Bronisława Komorowskiego,Bronisław Komorowski
7577,469522,103732,koalicję KOED,koalicja KOED
7585,303581,103737,Interdyscyplinarnym Centrum Modelowania Matematycznego i Komputerowego,Interdyscyplinarne Centrum Modelowania Matematycznego i Komputerowego
7586,310614,103737,Prezesie Rady Ministrów,Prezes Rady Ministrów
7587,469535,103737,Szkole Nauk Społecznych IFiS PAN,Szkoła Nauk Społecznych IFiS PAN
7588,469534,103737,Polskim Radiu Bis,Polskie Radio Bis
7594,469539,103738,wolnym oprogramowaniem multimedialnym,wolne oprogramowanie multimedialne
7596,469548,103739,pisma “Threshold,pismo “Threshold
7598,302972,103742,Derricka de Kerckhove,Derrick de Kerckhove
7601,303275,103742,kultury 2.0,kultura 2.0
7603,469556,103744,Młodzieżowy Dom Kultury im. Małego Księcia,Młodzieżowy Dom Kultury im.   Małego Księcia
7604,469558,103744,basenie WODNIK,basen WODNIK
7610,469565,103745,Gminy Ozorków,Gmina Ozorków
7617,469573,103747,platformie Intel x86,platforma Intel x86
7618,469571,103747,oprogramowaniem Ubuntu,oprogramowanie Ubuntu
7620,469574,103748,Miejskiej Bibliotece Publicznej w Ozorkowie,Miejska Biblioteka Publiczna w Ozorkowie
7622,469575,103748,Warsztatów Terapii Zajęciowej,Warsztaty Terapii Zajęciowej
7623,469576,103748,Polskim Stowarzyszeniu Ludzi Cierpiących na Padaczkę w Ozorkowie,Polskie Stowarzyszenie Ludzi Cierpiących na Padaczkę w Ozorkowie
7624,303249,103748,Polskim Stowarzyszeniu Ludzi Cierpiących na Padaczkę,Polskie Stowarzyszenie Ludzi Cierpiących na Padaczkę
