,phrase_id,doc_id,text,lemma,numbers,cases,relations,heads,pairs,relation,head,final_number,final_case
5613,466062,102236,macierzyńskiego zasiłku okresowego,macierzyński zasiłek okresowy,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['zasiłek', 'zasiłek']","[('macierzyńskiego', 'zasiłku'), ('zasiłku', 'okresowego')]",agreement,zasiłek,sg,gen
5616,466063,102236,ubezpieczeniu społecznym rolników,ubezpieczenie społeczne rolników,"['sg', ['sg', 'sg', 'pl']]","['loc', ['inst', 'loc', 'dat']]","['agreement', 'government']","['ubezpieczenie', 'społeczne']","[('ubezpieczeniu', 'społecznym'), ('społecznym', 'rolników')]",government,społeczne,sg,inst
5616,466063,102236,ubezpieczeniu społecznym rolników,ubezpieczenie społeczne rolników,"['sg', ['sg', 'sg', 'pl']]","['loc', ['inst', 'loc', 'dat']]","['agreement', 'government']","['ubezpieczenie', 'społeczne']","[('ubezpieczeniu', 'społecznym'), ('społecznym', 'rolników')]",government,społeczne,sg,loc
5616,466063,102236,ubezpieczeniu społecznym rolników,ubezpieczenie społeczne rolników,"['sg', ['sg', 'sg', 'pl']]","['loc', ['inst', 'loc', 'dat']]","['agreement', 'government']","['ubezpieczenie', 'społeczne']","[('ubezpieczeniu', 'społecznym'), ('społecznym', 'rolników')]",government,społeczne,pl,dat
5617,466066,102236,zasiłkach rodzinnych,zasiłek rodzinny,['pl'],['loc'],['agreement'],['zasiłek'],"[('zasiłkach', 'rodzinnych')]",agreement,zasiłek,pl,loc
5623,466068,102237,pierwszej instancji,pierwsza instancja,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['pierwsza'],"[('pierwszej', 'instancji')]",agreement,pierwsza,sg,gen
5623,466068,102237,pierwszej instancji,pierwsza instancja,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['pierwsza'],"[('pierwszej', 'instancji')]",agreement,pierwsza,sg,loc
5623,466068,102237,pierwszej instancji,pierwsza instancja,"[['sg', 'sg', 'sg']]","[['loc', 'dat', 'gen']]",['agreement'],['pierwsza'],"[('pierwszej', 'instancji')]",agreement,pierwsza,sg,dat
5628,466075,102238,Sądu Okręgowego w Koszalinie,Sąd Okręgowy w Koszalinie,"['sg', ['sg', 'sg'], None]","['gen', ['acc', 'gen'], None]","['agreement', 'government', None]","['Sąd', 'Okręgowy', None]","[('Sądu', 'Okręgowego'), ('Okręgowego', 'w'), ('w', 'Koszalinie')]",government,Okręgowy,sg,acc
5628,466075,102238,Sądu Okręgowego w Koszalinie,Sąd Okręgowy w Koszalinie,"['sg', ['sg', 'sg'], None]","['gen', ['acc', 'gen'], None]","['agreement', 'government', None]","['Sąd', 'Okręgowy', None]","[('Sądu', 'Okręgowego'), ('Okręgowego', 'w'), ('w', 'Koszalinie')]",government,Okręgowy,sg,gen
5630,81145,102238,ustawy z dnia 15 lipca 2004 r. o zmianie ustawy - Karta Nauczyciela oraz o zmianie niektórych innych ustaw,Ustawa z dnia 15 lipca 2004 r. o zmianie ustawy - Karta Nauczyciela oraz o zmianie niektórych innych ustaw,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], ['sg', 'sg', 'sg', 'pl', 'pl', 'pl'], ['sg', 'sg'], ['sg', 'sg'], ['sg', 'sg'], None, ['pl', 'pl', 'pl'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], ['acc', 'nom', 'gen', 'acc', 'voc', 'nom'], ['acc', 'gen'], ['acc', 'gen'], ['loc', 'dat'], None, ['acc', 'loc', 'gen'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', 'government', 'agreement', 'agreement', 'agreement', None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'lipca', 'lipca', None, None, 'zmianie', 'ustawy', 'ustawy', '-', 'oraz', None, 'o', 'zmianie']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '15'), ('15', 'lipca'), ('lipca', '2004'), ('2004', 'r.'), ('r.', 'o'), ('o', 'zmianie'), ('zmianie', 'ustawy-Karta'), ('ustawy-Karta', 'Nauczyciela'), ('Nauczyciela', 'o'), ('o', 'zmianie'), ('zmianie', 'niektórych'), ('niektórych', 'innych'), ('innych', 'ustaw')]",government,Ustawa,pl,acc
5630,81145,102238,ustawy z dnia 15 lipca 2004 r. o zmianie ustawy - Karta Nauczyciela oraz o zmianie niektórych innych ustaw,Ustawa z dnia 15 lipca 2004 r. o zmianie ustawy - Karta Nauczyciela oraz o zmianie niektórych innych ustaw,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], ['sg', 'sg', 'sg', 'pl', 'pl', 'pl'], ['sg', 'sg'], ['sg', 'sg'], ['sg', 'sg'], None, ['pl', 'pl', 'pl'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], ['acc', 'nom', 'gen', 'acc', 'voc', 'nom'], ['acc', 'gen'], ['acc', 'gen'], ['loc', 'dat'], None, ['acc', 'loc', 'gen'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', 'government', 'agreement', 'agreement', 'agreement', None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'lipca', 'lipca', None, None, 'zmianie', 'ustawy', 'ustawy', '-', 'oraz', None, 'o', 'zmianie']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '15'), ('15', 'lipca'), ('lipca', '2004'), ('2004', 'r.'), ('r.', 'o'), ('o', 'zmianie'), ('zmianie', 'ustawy-Karta'), ('ustawy-Karta', 'Nauczyciela'), ('Nauczyciela', 'o'), ('o', 'zmianie'), ('zmianie', 'niektórych'), ('niektórych', 'innych'), ('innych', 'ustaw')]",government,Ustawa,pl,voc
5630,81145,102238,ustawy z dnia 15 lipca 2004 r. o zmianie ustawy - Karta Nauczyciela oraz o zmianie niektórych innych ustaw,Ustawa z dnia 15 lipca 2004 r. o zmianie ustawy - Karta Nauczyciela oraz o zmianie niektórych innych ustaw,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], ['sg', 'sg', 'sg', 'pl', 'pl', 'pl'], ['sg', 'sg'], ['sg', 'sg'], ['sg', 'sg'], None, ['pl', 'pl', 'pl'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], ['acc', 'nom', 'gen', 'acc', 'voc', 'nom'], ['acc', 'gen'], ['acc', 'gen'], ['loc', 'dat'], None, ['acc', 'loc', 'gen'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', 'government', 'agreement', 'agreement', 'agreement', None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'lipca', 'lipca', None, None, 'zmianie', 'ustawy', 'ustawy', '-', 'oraz', None, 'o', 'zmianie']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '15'), ('15', 'lipca'), ('lipca', '2004'), ('2004', 'r.'), ('r.', 'o'), ('o', 'zmianie'), ('zmianie', 'ustawy-Karta'), ('ustawy-Karta', 'Nauczyciela'), ('Nauczyciela', 'o'), ('o', 'zmianie'), ('zmianie', 'niektórych'), ('niektórych', 'innych'), ('innych', 'ustaw')]",government,Ustawa,sg,gen
5630,81145,102238,ustawy z dnia 15 lipca 2004 r. o zmianie ustawy - Karta Nauczyciela oraz o zmianie niektórych innych ustaw,Ustawa z dnia 15 lipca 2004 r. o zmianie ustawy - Karta Nauczyciela oraz o zmianie niektórych innych ustaw,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], ['sg', 'sg', 'sg', 'pl', 'pl', 'pl'], ['sg', 'sg'], ['sg', 'sg'], ['sg', 'sg'], None, ['pl', 'pl', 'pl'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], ['acc', 'nom', 'gen', 'acc', 'voc', 'nom'], ['acc', 'gen'], ['acc', 'gen'], ['loc', 'dat'], None, ['acc', 'loc', 'gen'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', 'government', 'agreement', 'agreement', 'agreement', None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'lipca', 'lipca', None, None, 'zmianie', 'ustawy', 'ustawy', '-', 'oraz', None, 'o', 'zmianie']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '15'), ('15', 'lipca'), ('lipca', '2004'), ('2004', 'r.'), ('r.', 'o'), ('o', 'zmianie'), ('zmianie', 'ustawy-Karta'), ('ustawy-Karta', 'Nauczyciela'), ('Nauczyciela', 'o'), ('o', 'zmianie'), ('zmianie', 'niektórych'), ('niektórych', 'innych'), ('innych', 'ustaw')]",government,Ustawa,pl,nom
5651,81184,102241,ustawy z dnia 28 lipca 1990 r. o działalności ubezpieczeniowej,Ustawa z dnia 28 lipca 1990 r. o działalności ubezpieczeniowej,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg', 'sg', 'sg', 'pl', 'pl', 'pl', 'pl'], ['sg', 'sg', 'sg']]","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat', 'gen', 'voc', 'nom', 'acc', 'voc', 'gen'], ['loc', 'dat', 'gen']]","['government', None, 'government', 'government', 'government', None, None, 'government', 'agreement']","['Ustawa', None, 'dnia', 'lipca', 'lipca', None, None, 'działalności', 'działalności']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '28'), ('28', 'lipca'), ('lipca', '1990'), ('1990', 'r.'), ('r.', 'o'), ('o', 'działalności'), ('działalności', 'ubezpieczeniowej')]",government,Ustawa,sg,gen
5657,81186,102241,Ubezpieczeniowego Funduszu Gwarancyjnego,Ubezpieczeniowy Fundusz Gwarancyjny,"['sg', 'sg']","['gen', 'gen']","['agreement', 'agreement']","['Fundusz', 'Fundusz']","[('Ubezpieczeniowego', 'Funduszu'), ('Funduszu', 'Gwarancyjnego')]",agreement,Fundusz,sg,gen
5658,78932,102241,Konstytucji RP,Konstytucja RP,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Konstytucja'],"[('Konstytucji', 'RP')]",government,Konstytucja,pl,gen
5658,78932,102241,Konstytucji RP,Konstytucja RP,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Konstytucja'],"[('Konstytucji', 'RP')]",government,Konstytucja,sg,loc
5658,78932,102241,Konstytucji RP,Konstytucja RP,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Konstytucja'],"[('Konstytucji', 'RP')]",government,Konstytucja,sg,dat
5658,78932,102241,Konstytucji RP,Konstytucja RP,"[['pl', 'sg', 'sg', 'sg']]","[['gen', 'loc', 'dat', 'gen']]",['government'],['Konstytucja'],"[('Konstytucji', 'RP')]",government,Konstytucja,sg,gen
5667,81206,102243,ustawy z dnia 27 sierpnia 1997 r. o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych,Ustawa z dnia 27 sierpnia 1997 r. o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['pl', 'sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg'], None, 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['gen', 'loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat'], None, 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', 'agreement', 'agreement', 'agreement', None, 'agreement']","['Ustawa', None, 'dnia', 'sierpnia', 'sierpnia', None, None, 'rehabilitacji', 'rehabilitacji', 'zawodowej', 'społecznej', None, 'osób']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '27'), ('27', 'sierpnia'), ('sierpnia', '1997'), ('1997', 'r.'), ('r.', 'o'), ('o', 'rehabilitacji'), ('rehabilitacji', 'zawodowej'), ('zawodowej', 'społecznej'), ('społecznej', 'zatrudnianiu'), ('zatrudnianiu', 'osób'), ('osób', 'niepełnosprawnych')]",government,Ustawa,sg,gen
5669,466100,102243,Polskiej Organizacji Pracodawców Osób Niepełnosprawnych,Polska Organizacja Pracodawców Osób Niepełnosprawnych,"[['sg', 'sg', 'sg'], 'pl', 'pl', 'pl']","[['loc', 'dat', 'gen'], 'gen', 'gen', 'gen']","['agreement', 'agreement', 'agreement', 'agreement']","['Polska', 'Organizacja', 'Pracodawców', 'Osób']","[('Polskiej', 'Organizacji'), ('Organizacji', 'Pracodawców'), ('Pracodawców', 'Osób'), ('Osób', 'Niepełnosprawnych')]",agreement,Polska,sg,loc
5669,466100,102243,Polskiej Organizacji Pracodawców Osób Niepełnosprawnych,Polska Organizacja Pracodawców Osób Niepełnosprawnych,"[['sg', 'sg', 'sg'], 'pl', 'pl', 'pl']","[['loc', 'dat', 'gen'], 'gen', 'gen', 'gen']","['agreement', 'agreement', 'agreement', 'agreement']","['Polska', 'Organizacja', 'Pracodawców', 'Osób']","[('Polskiej', 'Organizacji'), ('Organizacji', 'Pracodawców'), ('Pracodawców', 'Osób'), ('Osób', 'Niepełnosprawnych')]",agreement,Polska,sg,dat
5669,466100,102243,Polskiej Organizacji Pracodawców Osób Niepełnosprawnych,Polska Organizacja Pracodawców Osób Niepełnosprawnych,"[['sg', 'sg', 'sg'], 'pl', 'pl', 'pl']","[['loc', 'dat', 'gen'], 'gen', 'gen', 'gen']","['agreement', 'agreement', 'agreement', 'agreement']","['Polska', 'Organizacja', 'Pracodawców', 'Osób']","[('Polskiej', 'Organizacji'), ('Organizacji', 'Pracodawców'), ('Pracodawców', 'Osób'), ('Osób', 'Niepełnosprawnych')]",agreement,Polska,sg,gen
5670,81208,102243,ustawy z dnia 20 grudnia 2002 r. o zmianie ustawy o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych oraz o zmianie niektórych innych ustaw,Ustawa z dnia 20 grudnia 2002 r. o zmianie ustawy o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych oraz o zmianie niektórych innych ustaw,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], None, ['pl', 'pl', 'sg', 'pl'], ['pl', 'sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg'], None, 'pl', ['pl', 'pl', 'pl'], ['sg', 'sg'], None, ['pl', 'pl', 'pl'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], None, ['acc', 'voc', 'gen', 'nom'], ['gen', 'loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat'], None, 'gen', ['acc', 'loc', 'gen'], ['loc', 'dat'], None, ['acc', 'loc', 'gen'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', None, 'government', 'government', 'agreement', 'agreement', 'agreement', None, 'agreement', 'government', 'government', None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'grudnia', 'grudnia', None, None, 'zmianie', None, 'ustawy', 'rehabilitacji', 'rehabilitacji', 'zawodowej', 'społecznej', None, 'osób', 'niepełnosprawnych', 'zmianie', None, 'niektórych', 'innych']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '20'), ('20', 'grudnia'), ('grudnia', '2002'), ('2002', 'r.'), ('r.', 'o'), ('o', 'zmianie'), ('zmianie', 'ustawy'), ('ustawy', 'o'), ('o', 'rehabilitacji'), ('rehabilitacji', 'zawodowej'), ('zawodowej', 'społecznej'), ('społecznej', 'zatrudnianiu'), ('zatrudnianiu', 'osób'), ('osób', 'niepełnosprawnych'), ('niepełnosprawnych', 'o'), ('o', 'zmianie'), ('zmianie', 'niektórych'), ('niektórych', 'innych'), ('innych', 'ustaw')]",government,Ustawa,pl,acc
5670,81208,102243,ustawy z dnia 20 grudnia 2002 r. o zmianie ustawy o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych oraz o zmianie niektórych innych ustaw,Ustawa z dnia 20 grudnia 2002 r. o zmianie ustawy o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych oraz o zmianie niektórych innych ustaw,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], None, ['pl', 'pl', 'sg', 'pl'], ['pl', 'sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg'], None, 'pl', ['pl', 'pl', 'pl'], ['sg', 'sg'], None, ['pl', 'pl', 'pl'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], None, ['acc', 'voc', 'gen', 'nom'], ['gen', 'loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat'], None, 'gen', ['acc', 'loc', 'gen'], ['loc', 'dat'], None, ['acc', 'loc', 'gen'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', None, 'government', 'government', 'agreement', 'agreement', 'agreement', None, 'agreement', 'government', 'government', None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'grudnia', 'grudnia', None, None, 'zmianie', None, 'ustawy', 'rehabilitacji', 'rehabilitacji', 'zawodowej', 'społecznej', None, 'osób', 'niepełnosprawnych', 'zmianie', None, 'niektórych', 'innych']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '20'), ('20', 'grudnia'), ('grudnia', '2002'), ('2002', 'r.'), ('r.', 'o'), ('o', 'zmianie'), ('zmianie', 'ustawy'), ('ustawy', 'o'), ('o', 'rehabilitacji'), ('rehabilitacji', 'zawodowej'), ('zawodowej', 'społecznej'), ('społecznej', 'zatrudnianiu'), ('zatrudnianiu', 'osób'), ('osób', 'niepełnosprawnych'), ('niepełnosprawnych', 'o'), ('o', 'zmianie'), ('zmianie', 'niektórych'), ('niektórych', 'innych'), ('innych', 'ustaw')]",government,Ustawa,pl,voc
5670,81208,102243,ustawy z dnia 20 grudnia 2002 r. o zmianie ustawy o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych oraz o zmianie niektórych innych ustaw,Ustawa z dnia 20 grudnia 2002 r. o zmianie ustawy o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych oraz o zmianie niektórych innych ustaw,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], None, ['pl', 'pl', 'sg', 'pl'], ['pl', 'sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg'], None, 'pl', ['pl', 'pl', 'pl'], ['sg', 'sg'], None, ['pl', 'pl', 'pl'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], None, ['acc', 'voc', 'gen', 'nom'], ['gen', 'loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat'], None, 'gen', ['acc', 'loc', 'gen'], ['loc', 'dat'], None, ['acc', 'loc', 'gen'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', None, 'government', 'government', 'agreement', 'agreement', 'agreement', None, 'agreement', 'government', 'government', None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'grudnia', 'grudnia', None, None, 'zmianie', None, 'ustawy', 'rehabilitacji', 'rehabilitacji', 'zawodowej', 'społecznej', None, 'osób', 'niepełnosprawnych', 'zmianie', None, 'niektórych', 'innych']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '20'), ('20', 'grudnia'), ('grudnia', '2002'), ('2002', 'r.'), ('r.', 'o'), ('o', 'zmianie'), ('zmianie', 'ustawy'), ('ustawy', 'o'), ('o', 'rehabilitacji'), ('rehabilitacji', 'zawodowej'), ('zawodowej', 'społecznej'), ('społecznej', 'zatrudnianiu'), ('zatrudnianiu', 'osób'), ('osób', 'niepełnosprawnych'), ('niepełnosprawnych', 'o'), ('o', 'zmianie'), ('zmianie', 'niektórych'), ('niektórych', 'innych'), ('innych', 'ustaw')]",government,Ustawa,sg,gen
5670,81208,102243,ustawy z dnia 20 grudnia 2002 r. o zmianie ustawy o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych oraz o zmianie niektórych innych ustaw,Ustawa z dnia 20 grudnia 2002 r. o zmianie ustawy o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych oraz o zmianie niektórych innych ustaw,"[['pl', 'pl', 'sg', 'pl'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], None, ['pl', 'pl', 'sg', 'pl'], ['pl', 'sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg', 'sg'], ['sg', 'sg'], None, 'pl', ['pl', 'pl', 'pl'], ['sg', 'sg'], None, ['pl', 'pl', 'pl'], 'pl']","[['acc', 'voc', 'gen', 'nom'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], None, ['acc', 'voc', 'gen', 'nom'], ['gen', 'loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat', 'gen'], ['loc', 'dat'], None, 'gen', ['acc', 'loc', 'gen'], ['loc', 'dat'], None, ['acc', 'loc', 'gen'], 'gen']","['government', None, 'government', 'government', 'government', None, None, 'government', None, 'government', 'government', 'agreement', 'agreement', 'agreement', None, 'agreement', 'government', 'government', None, 'agreement', 'agreement']","['Ustawa', None, 'dnia', 'grudnia', 'grudnia', None, None, 'zmianie', None, 'ustawy', 'rehabilitacji', 'rehabilitacji', 'zawodowej', 'społecznej', None, 'osób', 'niepełnosprawnych', 'zmianie', None, 'niektórych', 'innych']","[('ustawy', 'z'), ('z', 'dnia'), ('dnia', '20'), ('20', 'grudnia'), ('grudnia', '2002'), ('2002', 'r.'), ('r.', 'o'), ('o', 'zmianie'), ('zmianie', 'ustawy'), ('ustawy', 'o'), ('o', 'rehabilitacji'), ('rehabilitacji', 'zawodowej'), ('zawodowej', 'społecznej'), ('społecznej', 'zatrudnianiu'), ('zatrudnianiu', 'osób'), ('osób', 'niepełnosprawnych'), ('niepełnosprawnych', 'o'), ('o', 'zmianie'), ('zmianie', 'niektórych'), ('niektórych', 'innych'), ('innych', 'ustaw')]",government,Ustawa,pl,nom
5676,81216,102244,ustawę z dnia 28 lipca 1990 r. o zmianie ustawy - Kodeks cywilny,Ustawa z dnia 28 lipca 1990 r. o zmianie ustawy - Kodeks cywilny,"[['sg'], None, ['sg'], ['sg'], ['sg'], None, None, ['sg', 'sg'], ['sg', 'sg', 'sg', 'pl', 'pl', 'pl'], ['sg', 'sg']]","[['acc'], None, ['gen'], ['gen'], ['gen'], None, None, ['loc', 'dat'], ['acc', 'nom', 'gen', 'acc', 'voc', 'nom'], ['acc', 'nom']]","['government', None, 'government', 'government', 'government', None, None, 'government', 'government', 'agreement']","['Ustawa', None, 'dnia', 'lipca', 'lipca', None, None, 'zmianie', 'ustawy', 'ustawy']","[('ustawę', 'z'), ('z', 'dnia'), ('dnia', '28'), ('28', 'lipca'), ('lipca', '1990'), ('1990', 'r.'), ('r.', 'o'), ('o', 'zmianie'), ('zmianie', 'ustawy-Kodeks'), ('ustawy-Kodeks', 'cywilny')]",government,Ustawa,sg,acc
5678,466104,102244,warunków dziedziczenia ustawowego gospodarstw rolnych,warunki dziedziczenia ustawowego gospodarstw rolnych,"[['pl'], 'sg', None, 'pl']","[['gen'], 'gen', None, 'gen']","['government', 'agreement', None, 'agreement']","['warunki', 'dziedziczenia', None, 'gospodarstw']","[('warunków', 'dziedziczenia'), ('dziedziczenia', 'ustawowego'), ('ustawowego', 'gospodarstw'), ('gospodarstw', 'rolnych')]",government,warunki,pl,gen
5688,466105,102244,Konwencji o ochronie praw człowieka i podstawowych wolności,Konwencja o ochronie praw człowieka i podstawowych wolności,"[['pl', 'sg', 'sg', 'sg'], ['sg', 'sg'], None, None, None, ['pl', 'pl']]","[['gen', 'loc', 'dat', 'gen'], ['loc', 'dat'], None, None, None, ['acc', 'gen']]","['government', 'government', None, None, None, 'agreement']","['Konwencja', 'ochronie', None, None, None, 'wolności']","[('Konwencji', 'o'), ('o', 'ochronie'), ('ochronie', 'praw'), ('praw', 'człowieka'), ('człowieka', 'podstawowych'), ('podstawowych', 'wolności')]",government,Konwencja,sg,loc
5688,466105,102244,Konwencji o ochronie praw człowieka i podstawowych wolności,Konwencja o ochronie praw człowieka i podstawowych wolności,"[['pl', 'sg', 'sg', 'sg'], ['sg', 'sg'], None, None, None, ['pl', 'pl']]","[['gen', 'loc', 'dat', 'gen'], ['loc', 'dat'], None, None, None, ['acc', 'gen']]","['government', 'government', None, None, None, 'agreement']","['Konwencja', 'ochronie', None, None, None, 'wolności']","[('Konwencji', 'o'), ('o', 'ochronie'), ('ochronie', 'praw'), ('praw', 'człowieka'), ('człowieka', 'podstawowych'), ('podstawowych', 'wolności')]",government,Konwencja,sg,dat
5690,81224,102244,Dzienniku Ustaw,Dziennik Ustaw,"[['sg', 'sg']]","[['voc', 'loc']]",['government'],['Dziennik'],"[('Dzienniku', 'Ustaw')]",government,Dziennik,sg,voc
5690,81224,102244,Dzienniku Ustaw,Dziennik Ustaw,"[['sg', 'sg']]","[['voc', 'loc']]",['government'],['Dziennik'],"[('Dzienniku', 'Ustaw')]",government,Dziennik,sg,loc
5693,283193,102246,Agnieszce Radwańskiej,Agnieszka Radwańska,"[['sg', 'sg']]","[['loc', 'dat']]",['agreement'],['Agnieszka'],"[('Agnieszce', 'Radwańskiej')]",agreement,Agnieszka,sg,loc
5693,283193,102246,Agnieszce Radwańskiej,Agnieszka Radwańska,"[['sg', 'sg']]","[['loc', 'dat']]",['agreement'],['Agnieszka'],"[('Agnieszce', 'Radwańskiej')]",agreement,Agnieszka,sg,dat
5694,473687,102246,Adama Małysza,Adam Małysz,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Adam'],"[('Adama', 'Małysza')]",agreement,Adam,sg,acc
5694,473687,102246,Adama Małysza,Adam Małysz,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Adam'],"[('Adama', 'Małysza')]",agreement,Adam,sg,gen
5702,283284,102253,Tima Kisnera,Tim Kisner,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Tim'],"[('Tima', 'Kisnera')]",agreement,Tim,sg,acc
5702,283284,102253,Tima Kisnera,Tim Kisner,"[['sg', 'sg']]","[['acc', 'gen']]",['agreement'],['Tim'],"[('Tima', 'Kisnera')]",agreement,Tim,sg,gen
5703,473776,102253,kampanię noadblock,kampania noadblock,[['sg']],[['acc']],['government'],['kampania'],"[('kampanię', 'noadblock')]",government,kampania,sg,acc
5704,473777,102253,bomby atomowej,bomba atomowa,['sg'],['gen'],['agreement'],['bomba'],"[('bomby', 'atomowej')]",agreement,bomba,sg,gen
5705,306745,102253,Śląska Wrocław,Śląsk  Wrocław,['sg'],['nom'],['agreement'],['Wrocław'],"[('Śląska', 'Wrocław')]",agreement,Wrocław,sg,nom
